ID mall,Mois,CA par entrée
5,2023-01,0.603467502728765
5,2023-02,0.5783938697100034
5,2023-03,0.5880515570138146
5,2023-04,0.6385090513924274
5,2023-05,0.6281774780858139
5,2023-06,0.5866021711879774
5,2023-07,0.651973127020463
5,2023-08,0.5614485900732265
5,2023-09,0.6008749117081509
5,2023-10,0.6105776687071789
5,2023-11,0.6169851060272027
5,2023-12,0.5752612017659113
5,2024-01,0.5986211552221068
5,2024-02,0.49861146354687386
5,2024-03,0.6358230432965273
5,2024-04,0.5729432300812752
5,2024-05,0.5209727458723465
5,2024-06,0.5787172059814296
5,2024-07,0.5640114032837213
5,2024-08,0.5515843312277249
5,2024-09,0.3943319815595921
5,2024-10,0.5934403253837349
5,2024-11,0.5714714419916093
10,2023-01,0.4847610284611777
10,2023-02,0.4877907816789481
10,2023-03,0.4850066232832887
10,2023-04,0.5027070430593576
10,2023-05,0.4742834623992577
10,2023-06,0.526011496922541
10,2023-07,0.5559871730723253
10,2023-08,0.49024806332934945
10,2023-09,0.39758138940492543
10,2023-10,0.5560177718336837
10,2023-11,0.649692753840464
10,2023-12,0.642391163237041
10,2024-01,0.4698007081505227
10,2024-02,0.48043711907038933
10,2024-03,0.47091119760419026
10,2024-04,0.42472113615292356
10,2024-05,0.4269569963847072
10,2024-06,0.49979740770475445
10,2024-07,0.49139608989389044
10,2024-08,0.413081787146617
10,2024-09,0.4293028150944802
10,2024-10,0.44847550890347465
10,2024-11,0.46666470495590967
11,2023-01,0.7767610721723057
11,2023-02,0.8114741606889839
11,2023-03,0.7471364062428981
11,2023-04,0.7332062636733668
11,2023-05,0.7089474040617033
11,2023-06,0.7653391118523594
11,2023-07,0.713142951969853
11,2023-08,0.6333039907066186
11,2023-09,0.6696791757989917
11,2023-10,0.6417422912564256
11,2023-11,0.7143996675943265
11,2023-12,0.7359802067814998
11,2024-01,0.6360557847181301
11,2024-02,0.5894944009463725
11,2024-03,0.6336360583752091
11,2024-04,0.6099842868152789
11,2024-05,0.6292714820536921
11,2024-06,0.7155615013555703
11,2024-07,0.6374882477044934
11,2024-08,0.5397515151830475
11,2024-09,0.5530999853939271
11,2024-10,0.5739100380141574
11,2024-11,0.7078463654444962
19,2023-01,0.7256869822429294
19,2023-02,0.7172212635148033
19,2023-03,0.7050290958832437
19,2023-04,0.6764405582713449
19,2023-05,0.6584319166333754
19,2023-06,0.706943866389685
19,2023-07,0.6190734581053255
19,2023-08,0.6636581162157851
19,2023-09,0.7154709312003751
19,2023-10,0.6710055801479389
19,2023-11,0.7351859874231391
19,2023-12,0.8775927477276901
19,2024-01,0.7620668767318897
19,2024-02,0.7730016894251105
19,2024-03,0.7553736026936028
19,2024-04,0.7155191837513192
19,2024-05,0.7333421852281313
19,2024-06,0.7897200776619845
19,2024-07,0.7575673426026205
19,2024-08,0.7245423857888375
19,2024-09,0.5621548416467925
19,2024-10,0.7243041373302296
19,2024-11,0.7657952732041599
20,2023-01,0.5850353083792466
20,2023-02,0.5996916292996857
20,2023-03,0.6210903424277129
20,2023-04,0.5931008456873886
20,2023-05,0.6432725213101499
20,2023-06,0.598776507631156
20,2023-07,0.5569228716063537
20,2023-08,0.524111158531591
20,2023-09,0.592395908603892
20,2023-10,0.6133227615751092
20,2023-11,0.6307140261544052
20,2023-12,0.7270917053444113
20,2024-01,0.6640538052318161
20,2024-02,0.689059250768222
20,2024-03,0.6977495763737998
20,2024-04,0.5959787267965387
20,2024-05,0.6203970146553521
20,2024-06,0.6317444812990999
20,2024-07,0.5807571029408928
20,2024-08,0.5697575921899284
20,2024-09,0.6387027483379751
20,2024-10,0.6325201959033206
20,2024-11,0.6268496089406734
37,2023-01,0.5134525032253894
37,2023-02,0.39905349931811146
37,2023-03,0.49635021298752524
37,2023-04,0.45341179094721673
37,2023-05,0.4227151081067747
37,2023-06,0.5374362093413549
37,2023-07,0.41393490320358584
37,2023-08,0.3406972049515321
37,2023-09,0.32919644311195506
37,2023-10,0.3359825902234859
37,2023-11,0.3964327603890308
37,2023-12,0.5718621596349953
37,2024-01,0.4898334428188202
37,2024-02,0.4795777041648985
37,2024-03,0.48061926929327964
37,2024-04,0.5035879111971409
37,2024-05,0.5066684678526784
37,2024-06,0.5338902208408652
37,2024-07,0.5787821750147437
37,2024-08,0.46359667859112896
37,2024-09,0.508132719149162
37,2024-10,0.46260268282267014
37,2024-11,0.678511921821663
38,2023-01,0.9247568492620298
38,2023-02,0.8276141107457619
38,2023-03,0.8772289731508917
38,2023-04,0.8795842726863691
38,2023-05,0.8994522861447102
38,2023-06,0.8331667087612954
38,2023-07,0.7134803730031996
38,2023-08,0.7763568097735584
38,2023-09,0.8953994197415315
38,2023-10,0.8587957355420139
38,2023-11,0.9260839150784065
38,2023-12,0.9864853754232968
38,2024-01,0.8331429399647813
38,2024-02,0.8535483107156459
38,2024-03,0.8296876936984876
38,2024-04,0.8394515548351734
38,2024-05,0.8645033406505853
38,2024-06,0.8011693973992409
38,2024-07,0.7715243238784085
38,2024-08,0.7471675187158827
38,2024-09,0.7106981465920413
38,2024-10,0.7641381388771201
38,2024-11,0.7412494145708739
47,2023-01,0.9284199097191889
47,2023-02,0.8049570541147522
47,2023-03,0.8027512971238318
47,2023-04,0.8842091437956684
47,2023-05,0.7977318353696965
47,2023-06,0.7791755720101197
47,2023-07,0.7248383272266302
47,2023-08,0.6901850699306744
47,2023-09,0.7332982999019954
47,2023-10,0.7984732630031178
47,2023-11,0.8607762720142748
47,2023-12,0.9084316443267284
47,2024-01,0.8177114676371364
47,2024-02,0.7124793986564903
47,2024-03,0.6680835501428347
47,2024-04,0.7544506897928738
47,2024-05,0.6665992134871089
47,2024-06,0.7165188503185449
47,2024-07,0.5914910420954718
47,2024-08,0.5452933589468134
47,2024-09,0.5279747877717048
47,2024-10,0.6149048830512652
47,2024-11,0.7924326059467701
53,2023-01,0.5585569075827801
53,2023-02,0.585464836756304
53,2023-03,0.5591213794284124
53,2023-04,0.5310257236062916
53,2023-05,0.5753730078894576
53,2023-06,0.5715500260347588
53,2023-07,0.5904424354877285
53,2023-08,0.552762571336527
53,2023-09,0.609115077189634
53,2023-10,0.5671713841599207
53,2023-11,0.7061927558629226
53,2023-12,0.7231085012799118
53,2024-01,0.660437353918964
53,2024-02,0.5639435706928676
53,2024-03,0.5741876292782374
53,2024-04,0.5854154781711753
53,2024-05,0.5563417706163681
53,2024-06,0.5964749010333914
53,2024-07,0.5611278455923907
53,2024-08,0.5133031144904225
53,2024-09,0.6030044731843671
53,2024-10,0.5894256355396913
53,2024-11,0.5647992923934235
71,2023-01,0.6022870431587707
71,2023-02,0.651509287637448
71,2023-03,0.5930749127062968
71,2023-04,0.5997021561362221
71,2023-05,0.5594288717267173
71,2023-06,0.54224475874263
71,2023-07,0.5434855119290718
71,2023-08,0.49170365594597504
71,2023-09,0.5075663955622512
71,2023-10,0.5674463323798659
71,2023-11,0.5753033785981004
71,2023-12,0.7111452151601158
71,2024-01,0.5564629494544239
71,2024-02,0.5787150373604691
71,2024-03,0.5519195147308616
71,2024-04,0.5167408983451537
71,2024-05,0.5500734990317241
71,2024-06,0.5629665528773945
71,2024-07,0.568004957085292
71,2024-08,0.5338383499893844
71,2024-09,0.531394402436463
71,2024-10,0.5299510599193097
71,2024-11,0.5850254362817335
